CASE_NUM,CRIME_DESC,CHARGE_CODE,CHARGE_DESC,CRIME_PART,ADDRESS,CITY,DATE,CATEGORY,POINT_X,POINT_Y
190046509,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,2300 BLOCK E STADIUM BLVD,ANN ARBOR,2019-10-15 17:07:00,LARCENY - RETAIL FRAUD,-83.71302250040696,42.25840500026442
190046538,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,600 BLOCK S MAIN ST,ANN ARBOR,2019-10-10 13:30:00,LARCENY - ALL OTHER,-83.74862599984135,42.27341889984655
190046512,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,3000 BLOCK BRAEBURN CIR,ANN ARBOR,2019-10-15 02:00:00,LARCENY - FROM AUTO (LFA),-83.7081910008423,42.235077501458704
190046564,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,E HURON ST & N MAIN ST,ANN ARBOR,2019-10-16 04:46:00,MOTOR VEHICLE THEFT / FRAUD,-83.74851010041999,42.28141030089881
190046528,DRIVING UNDER THE INFLUENCE,8041,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI,B,WASHTENAW AVE & OBSERVATORY ST,ANN ARBOR,2019-10-15 20:27:00,OUI OF LIQUOR / DRUGS,-83.73248110114753,42.27595740007513
190046579,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,3900 BLOCK RESEARCH PARK DR,ANN ARBOR,2019-10-14 23:45:00,LARCENY - ALL OTHER,-83.73410840106351,42.231465299326715
190041250,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,2600 BLOCK ANN ARBOR SALINE RD,ANN ARBOR,2019-09-16 10:19:00,PUBLIC PEACE,-83.7598336985863,42.24777809963098
190046631,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,1200 BLOCK ARBORVIEW BLVD,ANN ARBOR,2019-10-16 11:00:00,FRAUD,-83.76242610101082,42.286363699906644
190046625,SHOPLIFTING,3074,RETAIL FRAUD THEFT 2ND DEGREE,A,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-10-16 13:05:00,LARCENY - RETAIL FRAUD,-83.74734700019161,42.23884000113702
190046624,COUNTERFEITING/FORGERY,2501,FORGERY OF CHECKS,A,300 BLOCK BURR OAK DR,ANN ARBOR,2019-09-24 00:25:30,FORGERY / COUNTERFEITING,-83.78697830026886,42.27726409982557
190046621,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2200 BLOCK HEMLOCK CT,ANN ARBOR,2019-10-16 02:00:00,LARCENY - FROM AUTO (LFA),-83.71078550027448,42.23187439981399
190046601,ALL OTHER LARCENY,2310,LARCENY - FROM MAILS,A,E JEFFERSON ST & S DIVISION ST,ANN ARBOR,2019-10-16 10:52:00,LARCENY - ALL OTHER,-83.74422589884506,42.27618219989239
190046513,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,E LIBERTY ST & S DIVISION ST,ANN ARBOR,2019-10-15 17:43:00,ASSAULT - SIMPLE,-83.74405699923102,42.27943799872867
190046597,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,700 BLOCK N MAPLE RD,ANN ARBOR,2019-10-16 10:10:00,ASSAULT - SIMPLE,-83.78100629955804,42.287612801447665
190046520,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,2300 BLOCK SANDALWOOD CIR,ANN ARBOR,2019-10-15 18:24:00,ASSAULT - SIMPLE,-83.70857530023943,42.305931400043846
190046684,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,600 BLOCK W STADIUM BLVD,ANN ARBOR,2019-10-16 16:57:30,LARCENY - ALL OTHER,-83.75548199876596,42.263921700320054
190046623,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2200 BLOCK HEMLOCK CT,ANN ARBOR,2019-10-16 06:15:00,LARCENY - FROM AUTO (LFA),-83.71036969976285,42.23290459955922
190046716,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,900 BLOCK LUTZ AVE,ANN ARBOR,2019-10-16 23:00:00,LARCENY - FROM AUTO (LFA),-83.75977120035907,42.27436730029444
190046707,ALL OTHER,5309,HARASSING COMMUNICATIONS,B,1500 BLOCK SILLER TER,ANN ARBOR,2019-10-16 22:32:00,PUBLIC PEACE,-83.76750820048647,42.27615549979532
190046750,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,600 BLOCK W STADIUM BLVD,ANN ARBOR,2019-10-15 10:25:30,LARCENY - ALL OTHER,-83.75548199876596,42.263921700320054
190046579,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2901,DAMAGE TO PROPERTY - BUSINESS PROPERTY - MDOP,A,3900 BLOCK RESEARCH PARK DR,ANN ARBOR,2019-10-14 23:45:00,DAMAGE TO PROPERTY,-83.73410840106351,42.231465299326715
190046714,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,3600 BLOCK PARTRIDGE PATH,ANN ARBOR,2019-10-05 11:00:00,FRAUD,-83.72291610037456,42.232894600522854
190046618,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,3200 BLOCK BOARDWALK DR,ANN ARBOR,2019-10-10 23:00:00,LARCENY - ALL OTHER,-83.73593439970182,42.24093139974019
190046736,FORCIBLE RAPE,1171,CSC IST DEGREE -PENETRATION PENIS/VAGINA,A,700 BLOCK MILLER AVE,ANN ARBOR,2019-10-17 00:37:30,SEX OFFENSES - CSC,-83.75680509957601,42.28492639968141
190046816,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,1400 BLOCK BROOKLYN AVE,ANN ARBOR,2019-10-17 14:22:00,DAMAGE TO PROPERTY,-83.73008270142827,42.26329110002757
190046816,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,1400 BLOCK BROOKLYN AVE,ANN ARBOR,2019-10-17 14:22:00,LARCENY - ALL OTHER,-83.73008270142827,42.26329110002757
190046840,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,700 BLOCK MILLER AVE,ANN ARBOR,2019-10-17 16:00:00,ASSAULT - SIMPLE,-83.75680509957601,42.28492639968141
190046842,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,3600 BLOCK PARTRIDGE PATH,ANN ARBOR,2019-09-30 23:59:30,FRAUD,-83.72031269891005,42.23316100049135
190046773,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,1100 BLOCK ROSEWOOD ST,ANN ARBOR,2019-10-15 23:29:30,LARCENY - FROM AUTO (LFA),-83.7331164004571,42.254781300090656
190046877,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,600 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-10-17 17:45:00,LARCENY - ALL OTHER,-83.74759459909177,42.241222299797755
190046870,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,3500 BLOCK S STATE ST,ANN ARBOR,2019-10-17 19:38:00,LARCENY - ALL OTHER,-83.73659839911573,42.23897170061582
190046830,ALL OTHER LARCENY,2309,LARCENY - FROM YARDS (GROUNDS SURROUNDING A BUILDING),A,3900 BLOCK RESEARCH PARK DR,ANN ARBOR,2019-10-16 12:56:30,LARCENY - ALL OTHER,-83.73103899890486,42.230330300200535
190046894,EXTORTION/BLACKMAIL,2103,EXTORTION - THREAT TO INJURE REPUTATION,A,300 BLOCK W JEFFERSON ST,ANN ARBOR,2019-10-17 21:00:00,EXTORTION - BLACKMAIL,-83.75181120042095,42.27625160014469
190046858,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,E LIBERTY ST & MAYNARD ST,ANN ARBOR,2019-10-17 13:00:00,LARCENY - ALL OTHER,-83.7420208998289,42.279371400486525
190046419,FORCIBLE RAPE,1171,CSC IST DEGREE -PENETRATION PENIS/VAGINA,A,3100 BLOCK BOLGOS CIR,ANN ARBOR TWP,2019-10-15 07:52:00,SEX OFFENSES - CSC,-83.69044180131613,42.3118788996656
190046864,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,E LIBERTY ST & MAYNARD ST,ANN ARBOR,2019-10-17 13:00:00,ASSAULT - SIMPLE,-83.7420208998289,42.279371400486525
190046936,ALL OTHER,7385,NUISANCE ORD - ILLEGAL DUMPING,B,WOODLAND DR & GLEN LEVEN RD,ANN ARBOR,2019-10-15 12:00:00,OTHER - ORDINANCE VIOLATIONS,-83.76057450127945,42.26048849983886
190047110,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,2000 BLOCK MANCHESTER RD,ANN ARBOR,2019-10-17 19:15:00,LARCENY - ALL OTHER,-83.71080249933624,42.25769269967492
191000570,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2200 BLOCK HEMLOCK CT,ANN ARBOR,2019-10-16 03:00:00,LARCENY - FROM AUTO (LFA),-83.71047149913295,42.23288869850143
191000571,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,700 BLOCK S FOREST AVE,ANN ARBOR,2019-10-18 10:02:30,DAMAGE TO PROPERTY,-83.73248979917918,42.27293680009393
191000568,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2400 BLOCK LAURELWOOD CIR,ANN ARBOR,2019-10-15 22:29:30,LARCENY - FROM AUTO (LFA),-83.71175399879536,42.23301009994276
190047007,ALL OTHER,4803,MAKING FALSE REPORT,B,1300 BLOCK S SEVENTH ST,ANN ARBOR,2019-10-04 13:55:00,OBSTRUCTING POLICE,-83.75786289942158,42.264327299794616
190046990,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2500 BLOCK LONDONDERRY RD,ANN ARBOR,2019-09-16 13:00:00,FRAUD,-83.71239980014315,42.26247620006501
190046976,ALL OTHER LARCENY,2310,LARCENY - FROM MAILS,A,1900 BLOCK PAULINE BLVD,ANN ARBOR,2019-10-02 01:00:00,LARCENY - ALL OTHER,-83.77256749987924,42.268292101208374
190046419,FORCIBLE SODOMY,1173,CSC IST DEGREE -PENETRATION ORAL/ANAL,A,3100 BLOCK BOLGOS CIR,ANN ARBOR TWP,2019-10-15 07:52:00,SEX OFFENSES - CSC,-83.69044180131613,42.3118788996656
190046965,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,3100 BLOCK BOARDWALK,ANN ARBOR,2019-10-18 01:22:30,LARCENY - ALL OTHER,-83.7361004003053,42.24170809956382
190047049,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,1600 BLOCK WHITE ST,ANN ARBOR,2019-10-17 11:59:30,LARCENY - ALL OTHER,-83.73947209956287,42.261108900094314
190047049,COUNTERFEITING/FORGERY,2501,FORGERY OF CHECKS,A,1600 BLOCK WHITE ST,ANN ARBOR,2019-10-17 11:59:30,FORGERY / COUNTERFEITING,-83.73947209956287,42.261108900094314
190047138,AGGRAVATED ASSAULT,1304,AGG/FEL ASSAULT - NON-FAMILY - GUN,A,600 BLOCK W STADIUM BLVD,ANN ARBOR,2019-10-19 00:10:00,ASSAULT - AGGRAVATED,-83.75548199876596,42.263921700320054
190047106,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,300 BLOCK E LIBERTY ST,ANN ARBOR,2019-10-18 21:35:00,ASSAULT - SIMPLE,-83.74469010053264,42.27924920004227
190047123,DRIVING UNDER THE INFLUENCE,80412,OPERATING UNDER THE INFLUENCE OF ALCOHOL / LIQUOR OWI 2ND OFFENSE,B,LORRAINE ST & PLATT RD,ANN ARBOR,2019-10-18 22:19:00,OUI OF LIQUOR / DRUGS,-83.70001819913057,42.23821219885468
190047224,COUNTERFEITING/FORGERY,2501,FORGERY OF CHECKS,A,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-10-10 13:00:00,FORGERY / COUNTERFEITING,-83.74402620111908,42.24325390118349
190047185,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,3500 BLOCK GREEN CT,ANN ARBOR,2019-10-18 23:45:00,MOTOR VEHICLE THEFT / FRAUD,-83.69006069993065,42.302361600066035
190047211,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1300 BLOCK N MAPLE RD,ANN ARBOR,2019-10-19 14:43:00,ASSAULT - SIMPLE,-83.78048869967631,42.29499550028703
190047246,BURGLARY/BREAKING & ENTERING,2202,B&E - BURGLARY - FORCED ENTRY - RESIDENCE - HOME INVASION,A,3600 BLOCK PLATT RD,ANN ARBOR,2019-10-19 16:45:00,BURGLARY - RESIDENTIAL,-83.70029700014413,42.23638810022328
190046774,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,3000 BLOCK PLATT RD,ANN ARBOR,2019-10-16 11:00:00,FRAUD,-83.69975720018175,42.2439963998828
190047206,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,300 BLOCK S STATE ST,ANN ARBOR,2019-10-19 14:11:00,LARCENY - RETAIL FRAUD,-83.74043690007039,42.278798599404126
190047174,SHOPLIFTING,3078,"RETAIL FRAUD, THEFT 3RD DEGREE",A,300 BLOCK S STATE ST,ANN ARBOR,2019-10-19 08:57:00,LARCENY - RETAIL FRAUD,-83.74043690007039,42.278798599404126
190047269,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2677,"DEFRAUDING HOTELS, RESTAURANTS, INNKEEPER, ETC",A,1000 BLOCK W EISENHOWER PKWY,ANN ARBOR,2019-10-19 20:50:00,FRAUD,-83.76061940044264,42.24684580024166
190047261,SHOPLIFTING,3073,RETAIL FRAUD THEFT 1ST DEGREE,A,300 BLOCK S MAIN ST,ANN ARBOR,2019-10-19 19:10:00,LARCENY - RETAIL FRAUD,-83.74823430141737,42.2794441997512
190047334,AGGRAVATED ASSAULT,1303,AGG/FEL ASSAULT - FAMILY - STRONG ARM-DOMESTIC,A,3800 BLOCK RESEARCH PARK DR,ANN ARBOR,2019-10-20 02:20:00,ASSAULT - AGGRAVATED,-83.73825830015022,42.230924199359606
190047328,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,300 BLOCK MAYNARD ST,ANN ARBOR,2019-10-20 01:46:00,PUBLIC PEACE,-83.74217549939095,42.278938299912
190047319,FORCIBLE RAPE,1171,CSC IST DEGREE -PENETRATION PENIS/VAGINA,A,3500 BLOCK WASHTENAW AVE,ANN ARBOR,2019-10-19 20:30:00,SEX OFFENSES - CSC,-83.6891054994581,42.25463539956024
190047318,DISORDERLY CONDUCT,5311,DISORDERLY CONDUCT,B,2000 BLOCK PAULINE BLVD,ANN ARBOR,2019-10-20 01:08:00,PUBLIC PEACE,-83.77688570057785,42.268305100255645
190047341,BURGLARY/BREAKING & ENTERING,2204,B&E - BURGLARY - NO FORCED ENTRY - RESIDENCE- HOME INVASION,A,1100 BLOCK PACKARD ST,ANN ARBOR,2019-10-20 04:36:00,BURGLARY - RESIDENTIAL,-83.73637010028574,42.26656969994673
190047387,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,200 BLOCK CHAPIN ST,ANN ARBOR,2019-10-20 13:00:00,LARCENY - FROM AUTO (LFA),-83.7563606999604,42.283497000484886
190047012,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,3100 BLOCK BOARDWALK DR,ANN ARBOR,2019-10-07 01:00:00,FRAUD,-83.7361004003053,42.24170809956382
190047385,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,300 BLOCK W HURON ST,ANN ARBOR,2019-10-20 14:39:00,ASSAULT - SIMPLE,-83.75166069987381,42.281808000344654
190047393,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,E WILLIAM ST & S FOURTH AVE,ANN ARBOR,2019-10-20 13:00:00,LARCENY - ALL OTHER,-83.74742240046572,42.27791640019694
190047500,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,600 BLOCK S FOREST ST,ANN ARBOR,2019-09-28 17:00:00,DAMAGE TO PROPERTY,-83.73267040083573,42.27407270122342
190047465,DISORDERLY CONDUCT,5393,DISORDERLY CONDUCT (OTHER),B,E LIBERTY ST & S STATE ST,ANN ARBOR,2019-10-21 00:55:00,PUBLIC PEACE,-83.74080789941911,42.27933520035492
190047462,CURFEW/LOITERING/VAGRANCY,6399,VAGRANCY (OTHER),B,400 BLOCK MAYNARD ST,ANN ARBOR,2019-10-21 00:32:00,VAGRANCY,-83.74228349978358,42.27761440009908
190047456,ALL OTHER,5012,PROBATION VIOLATION,B,2800 BLOCK BURTON RD,ANN ARBOR,2019-10-20 23:45:00,OBSTRUCTING JUSTICE,-83.68534999980523,42.24544920116438
190047513,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,300 BLOCK S FIFTH AVE,ANN ARBOR,2019-10-21 11:00:00,LARCENY - ALL OTHER,-83.74640339976122,42.27834699976239
190047341,ALL OTHER,2298,BURGLARY - ENTERING WITHOUT PERMISSION,B,1100 BLOCK PACKARD ST,ANN ARBOR,2019-10-20 04:36:00,BURGLARY - ALL OTHER,-83.73637010028574,42.26656969994673
190047501,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,800 BLOCK TAPPAN ST,ANN ARBOR,2019-09-28 17:00:00,DAMAGE TO PROPERTY,-83.7365776000401,42.27103120016625
190047554,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2400 BLOCK LONDONDERRY,ANN ARBOR,2019-10-21 02:52:00,FRAUD,-83.7128148986522,42.264263799563764
190047552,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,3400 BLOCK BRAEBURN CIR,ANN ARBOR,2019-10-11 14:49:00,FRAUD,-83.7085304000762,42.233255600835264
190046625,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,3077,"RETAIL FRAUD, MISREPRESENTATION 3RD DEGREE",A,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-10-16 13:01:30,LARCENY - RETAIL FRAUD,-83.74734700019161,42.23884000113702
190047614,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,2300 BLOCK EASY ST,ANN ARBOR,2019-10-21 21:38:00,DAMAGE TO PROPERTY,-83.70808209944641,42.25149570014605
190047614,INTIMIDATION,1382,STALKING (MISDEMEANOR),A,2300 BLOCK EASY ST,ANN ARBOR,2019-10-21 21:38:00,INTIMIDATION / STALKING,-83.70808209944641,42.25149570014605
190047663,INTIMIDATION,1316,INTIMIDATION (ALSO INCLUDES INTERFERING WITH 911 CALL),A,2300 BLOCK EASY ST,ANN ARBOR,2019-10-22 08:49:00,INTIMIDATION / STALKING,-83.70808209944641,42.25149570014605
190047583,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,WASHTENAW AVE & YOST BLVD,ANN ARBOR,2019-10-21 17:30:00,ASSAULT - SIMPLE,-83.68776699959204,42.255268900863314
190047593,MOTOR VEHICLE THEFT,2404,VEHICLE THEFT UDAA (REPORTED BY YOUR JURISDICTION),A,PLAINVIEW CT & HEMLOCK DR,ANN ARBOR,2019-10-21 18:45:00,MOTOR VEHICLE THEFT / FRAUD,-83.71066859884945,42.23566199958361
191000574,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,500 BLOCK N STATE,ANN ARBOR,2019-10-21 00:00:00,LARCENY - ALL OTHER,-83.74042649903254,42.28628649962599
190047545,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,400 BLOCK E HURON ST,ANN ARBOR,2019-10-19 10:30:00,LARCENY - ALL OTHER,-83.74323779925288,42.281540400371796
191000575,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,1000 BLOCK BARTON DR,ANN ARBOR,2019-09-25 10:00:00,LARCENY - ALL OTHER,-83.73041410063308,42.29726909955258
190047655,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,300 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-10-21 22:15:00,LARCENY - FROM AUTO (LFA),-83.74734700019161,42.23884000113702
190047682,FORCIBLE FONDLING,1178,CSC 4TH DEGREE -FORCIBLE CONTACT,A,3100 BLOCK HOMESTEAD COMMONS DR,ANN ARBOR,2019-10-22 10:00:00,SEX OFFENSES - CSC,-83.71594970004861,42.24305490146003
190047687,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,3100 BLOCK HOMESTEAD COMMONS DR,ANN ARBOR,2019-10-21 11:09:00,ASSAULT - SIMPLE,-83.71594970004861,42.24305490146003
190047681,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,3700 BLOCK WASHTENAW AVE,ANN ARBOR,2019-10-22 01:30:00,LARCENY - ALL OTHER,-83.68744420141854,42.2543903996696
190047764,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2500 BLOCK PACKARD ST,ANN ARBOR,2019-09-07 00:00:00,FRAUD,-83.7234003011348,42.25014790024625
190047763,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2500 BLOCK PACKARD ST,ANN ARBOR,2019-07-07 00:00:00,FRAUD,-83.7234003011348,42.25014790024625
190047797,SIMPLE ASSAULT,1313,ASSAULT/ BATTERY/SIMPLE (INCL DOMESTIC AND POLICE OFFICER,A,1600 BLOCK WHITE ST,ANN ARBOR,2019-10-22 23:17:00,ASSAULT - SIMPLE,-83.73881849918678,42.260871700231974
190047797,TRESPASS OF REAL PROPERTY,5707,TRESPASS (OTHER),B,1600 BLOCK WHITE ST,ANN ARBOR,2019-10-22 23:17:00,TRESPASSING / INVASION OF PRIVACY,-83.73881849918678,42.260871700231974
190047775,INTIMIDATION,1380,"TELEPHONE USED FOR HARASSMENT, THREATS",A,400 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-10-22 19:15:00,INTIMIDATION / STALKING,-83.74701569998723,42.24013160083257
190047740,THEFT OF MOTOR VEHICLE PARTS/ACCESSORIES,2304,LARCENY - PARTS & ACCESSORIES FROM VEHICLE - LFA,A,100 BLOCK N THAYER ST,ANN ARBOR,2019-10-20 00:30:00,LARCENY - FROM AUTO (LFA),-83.73944100044986,42.281850900500615
190047739,COUNTERFEITING/FORGERY,2501,FORGERY OF CHECKS,A,3100 BLOCK S STATE ST,ANN ARBOR,2019-10-13 15:41:00,FORGERY / COUNTERFEITING,-83.73759429973626,42.241789699860476
190046560,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,1300 BLOCK S UNIVERSITY AVE,ANN ARBOR,2019-10-16 02:41:00,DAMAGE TO PROPERTY,-83.73282190038651,42.27456600001676
190047769,FALSE PRETENSE/SWINDLE/CONFIDENCE GAME,2699,FRAUD (OTHER),A,1100 BLOCK OAKLAND AVE,ANN ARBOR,2019-09-14 02:16:00,FRAUD,-83.73495910115616,42.270060400636964
190047794,ALL OTHER LARCENY,2399,LARCENY (OTHER),A,300 BLOCK MAYNARD ST,ANN ARBOR,2019-10-21 20:40:00,LARCENY - ALL OTHER,-83.74225799969088,42.27867389995083
191000576,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,900 BLOCK S STATE ST,ANN ARBOR,2019-10-22 19:05:00,LARCENY - FROM AUTO (LFA),-83.7409140998052,42.27036649974974
190047848,THEFT FROM BUILDING,2308,"LARCENY - FROM BUILDING (INCLUDES LIBRARY, OFFICE USED BY PUBLIC, ETC)",A,700 BLOCK BRIARWOOD CIR,ANN ARBOR,2019-10-22 15:30:00,LARCENY - ALL OTHER,-83.74599350127107,42.24165980038822
190047956,CREDIT CARD/ATM,2605,FRAUD - ILLEGAL USE OF CREDIT CARD,A,3200 BLOCK BOARDWALK DR,ANN ARBOR,2019-10-03 11:59:30,FRAUD,-83.73390090030915,42.24062839963864
190047907,FAMILY OFFENSE NONVIOLENT,3806,NEGLECT CHILD,B,100 BLOCK COLUMBUS DR,ANN ARBOR,2019-10-17 17:00:00,FAMILY OFFENSE,-83.79795260116532,42.287390799640605
190047755,FORCIBLE FONDLING,1178,CSC 4TH DEGREE -FORCIBLE CONTACT,A,3200 BLOCK E EISENHOWER PKWY,ANN ARBOR,2019-10-22 16:45:00,SEX OFFENSES - CSC,-83.71492200031247,42.24386890041927
190031044,AGGRAVATED ASSAULT,1301,AGG/FEL ASSAULT - FAMILY - GUN - DOMESTIC,A,2100 BLOCK HEMLOCK DR,ANN ARBOR,2019-07-23 19:05:00,ASSAULT - AGGRAVATED,-83.71206770093585,42.236055400013754
190047735,ALL OTHER,7399,ALL OTHER ORDINANCE VIOLATIONS,B,1400 BLOCK KING GEORGE BLVD,ANN ARBOR,2019-10-22 15:23:00,OTHER - ORDINANCE VIOLATIONS,-83.7245003001338,42.24677329997809
190047845,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,2902,DAMAGE TO PROPERTY - PRIVATE PROPERTY - MDOP,A,700 BLOCK N MAPLE RD,ANN ARBOR TWP,2019-10-23 10:21:00,DAMAGE TO PROPERTY,-83.78100419855036,42.28755590024082
190047913,IDENTITY THEFT FRAUD,2609,IDENTITY THEFT,A,2000 BLOCK NORWAY RD,ANN ARBOR,2019-10-11 14:58:00,FRAUD,-83.72200979907973,42.26551580011534
190044649,PURSE SNATCHING,2302,LARCENY - PURSE SNATCHING - NO FORCE,A,2700 BLOCK PACKARD RD,ANN ARBOR,2019-10-04 19:15:00,LARCENY - ALL OTHER,-83.71132040121904,42.244305000004715
190047981,THEFT FROM MOTOR VEHICLE,2305,LARCENY - PERSONAL PROPERTY FROM VEHICLE - LFA,A,2300 BLOCK W STADIUM BLVD,ANN ARBOR,2019-10-23 19:22:30,LARCENY - FROM AUTO (LFA),-83.77808339993197,42.277299699954995
